Label,GeneFamilyCounts/DC10_R1T6_1,GeneFamilyCounts/DC10_R2T6_1,GeneFamilyCounts/DC10_R3T6_1,GeneFamilyCounts/DC12_R1T6_1,GeneFamilyCounts/DC12_R1T6_2,GeneFamilyCounts/DC12_R2T6_1,GeneFamilyCounts/DC12_R2T6_2,GeneFamilyCounts/DC12_R3T6_1,GeneFamilyCounts/DC12_R3T6_2,GeneFamilyCounts/DC13_R1T6_1,GeneFamilyCounts/DC13_R1T6_3,GeneFamilyCounts/DC13_R2T6_1,GeneFamilyCounts/DC13_R2T6_3,GeneFamilyCounts/DC13_R3T6_1,GeneFamilyCounts/DC13_R3T6_3,GeneFamilyCounts/DC14_R1T6_1,GeneFamilyCounts/DC14_R1T6_4,GeneFamilyCounts/DC14_R2T6_1,GeneFamilyCounts/DC14_R2T6_4,GeneFamilyCounts/DC14_R3T6_1,GeneFamilyCounts/DC14_R3T6_4,GeneFamilyCounts/DC15_R1T6_1,GeneFamilyCounts/DC15_R1T6_5,GeneFamilyCounts/DC15_R2T6_1,GeneFamilyCounts/DC15_R2T6_5,GeneFamilyCounts/DC15_R3T6_1,GeneFamilyCounts/DC15_R3T6_5,GeneFamilyCounts/DC16_R1T6_1,GeneFamilyCounts/DC16_R1T6_6,GeneFamilyCounts/DC16_R2T6_1,GeneFamilyCounts/DC16_R2T6_6,GeneFamilyCounts/DC16_R3T6_1,GeneFamilyCounts/DC16_R3T6_6,GeneFamilyCounts/DC17_R1T6_1,GeneFamilyCounts/DC17_R1T6_7,GeneFamilyCounts/DC17_R2T6_1,GeneFamilyCounts/DC17_R2T6_7,GeneFamilyCounts/DC17_R3T6_1,GeneFamilyCounts/DC17_R3T6_7,GeneFamilyCounts/DC18_R1T6_1,GeneFamilyCounts/DC18_R1T6_8,GeneFamilyCounts/DC18_R2T6_1,GeneFamilyCounts/DC18_R2T6_8,GeneFamilyCounts/DC18_R3T6_1,GeneFamilyCounts/DC18_R3T6_8,GeneFamilyCounts/DC20_R1T6_2,GeneFamilyCounts/DC20_R2T6_2,GeneFamilyCounts/DC20_R3T6_2,GeneFamilyCounts/DC23_R1T6_2,GeneFamilyCounts/DC23_R1T6_3,GeneFamilyCounts/DC23_R2T6_2,GeneFamilyCounts/DC23_R2T6_3,GeneFamilyCounts/DC23_R3T6_2,GeneFamilyCounts/DC23_R3T6_3,GeneFamilyCounts/DC24_R1T6_2,GeneFamilyCounts/DC24_R1T6_4,GeneFamilyCounts/DC24_R2T6_2,GeneFamilyCounts/DC24_R2T6_4,GeneFamilyCounts/DC24_R3T6_2,GeneFamilyCounts/DC24_R3T6_4,GeneFamilyCounts/DC25_R1T6_2,GeneFamilyCounts/DC25_R1T6_5,GeneFamilyCounts/DC25_R2T6_2,GeneFamilyCounts/DC25_R2T6_5,GeneFamilyCounts/DC25_R3T6_2,GeneFamilyCounts/DC25_R3T6_5,GeneFamilyCounts/DC26_R1T6_2,GeneFamilyCounts/DC26_R1T6_6,GeneFamilyCounts/DC26_R2T6_2,GeneFamilyCounts/DC26_R2T6_6,GeneFamilyCounts/DC27_R1T6_2,GeneFamilyCounts/DC27_R1T6_7,GeneFamilyCounts/DC27_R2T6_2,GeneFamilyCounts/DC27_R2T6_7,GeneFamilyCounts/DC27_R3T6_2,GeneFamilyCounts/DC27_R3T6_7,GeneFamilyCounts/DC28_R1T6_2,GeneFamilyCounts/DC28_R1T6_8,GeneFamilyCounts/DC28_R2T6_2,GeneFamilyCounts/DC28_R2T6_8,GeneFamilyCounts/DC30_R1T6_3,GeneFamilyCounts/DC30_R2T6_3,GeneFamilyCounts/DC30_R3T6_3,GeneFamilyCounts/DC34_R1T6_3,GeneFamilyCounts/DC34_R1T6_4,GeneFamilyCounts/DC34_R2T6_3,GeneFamilyCounts/DC34_R2T6_4,GeneFamilyCounts/DC34_R3T6_3,GeneFamilyCounts/DC34_R3T6_4,GeneFamilyCounts/DC35_R1T6_3,GeneFamilyCounts/DC35_R1T6_5,GeneFamilyCounts/DC35_R2T6_3,GeneFamilyCounts/DC35_R2T6_5,GeneFamilyCounts/DC35_R3T6_3,GeneFamilyCounts/DC35_R3T6_5,GeneFamilyCounts/DC36_R1T6_3,GeneFamilyCounts/DC36_R1T6_6,GeneFamilyCounts/DC36_R2T6_3,GeneFamilyCounts/DC36_R2T6_6,GeneFamilyCounts/DC36_R3T6_3,GeneFamilyCounts/DC36_R3T6_6,GeneFamilyCounts/DC37_R1T6_3,GeneFamilyCounts/DC37_R1T6_7,GeneFamilyCounts/DC37_R2T6_3,GeneFamilyCounts/DC37_R2T6_7,GeneFamilyCounts/DC37_R3T6_3,GeneFamilyCounts/DC37_R3T6_7,GeneFamilyCounts/DC38_R1T6_3,GeneFamilyCounts/DC38_R1T6_8,GeneFamilyCounts/DC38_R2T6_3,GeneFamilyCounts/DC38_R2T6_8,GeneFamilyCounts/DC38_R3T6_3,GeneFamilyCounts/DC38_R3T6_8,GeneFamilyCounts/DC40_R1T6_4,GeneFamilyCounts/DC40_R2T6_4,GeneFamilyCounts/DC40_R3T6_4,GeneFamilyCounts/DC45_R1T6_4,GeneFamilyCounts/DC45_R1T6_5,GeneFamilyCounts/DC45_R2T6_4,GeneFamilyCounts/DC45_R2T6_5,GeneFamilyCounts/DC45_R3T6_4,GeneFamilyCounts/DC45_R3T6_5,GeneFamilyCounts/DC46_R1T6_4,GeneFamilyCounts/DC46_R1T6_6,GeneFamilyCounts/DC46_R2T6_4,GeneFamilyCounts/DC46_R2T6_6,GeneFamilyCounts/DC46_R3T6_4,GeneFamilyCounts/DC46_R3T6_6,GeneFamilyCounts/DC47_R1T6_4,GeneFamilyCounts/DC47_R1T6_7,GeneFamilyCounts/DC47_R2T6_4,GeneFamilyCounts/DC47_R2T6_7,GeneFamilyCounts/DC47_R3T6_4,GeneFamilyCounts/DC47_R3T6_7,GeneFamilyCounts/DC48_R1T6_4,GeneFamilyCounts/DC48_R1T6_8,GeneFamilyCounts/DC48_R2T6_4,GeneFamilyCounts/DC48_R2T6_8,GeneFamilyCounts/DC48_R3T6_4,GeneFamilyCounts/DC48_R3T6_8,GeneFamilyCounts/DC50_R1TWB_5,GeneFamilyCounts/DC50_R2TWB_5,GeneFamilyCounts/DC50_R3TWB_5,GeneFamilyCounts/DC56_R1T6_5,GeneFamilyCounts/DC56_R1T6_6,GeneFamilyCounts/DC56_R2T6_5,GeneFamilyCounts/DC56_R2T6_6,GeneFamilyCounts/DC56_R3T6_5,GeneFamilyCounts/DC56_R3T6_6,GeneFamilyCounts/DC57_R1TWB_5,GeneFamilyCounts/DC57_R1TWB_7,GeneFamilyCounts/DC57_R2TWB_5,GeneFamilyCounts/DC57_R2TWB_7,GeneFamilyCounts/DC57_R3TWB_5,GeneFamilyCounts/DC57_R3TWB_7,GeneFamilyCounts/DC58_R1T6_5,GeneFamilyCounts/DC58_R1T6_8,GeneFamilyCounts/DC58_R2T6_5,GeneFamilyCounts/DC58_R2T6_8,GeneFamilyCounts/DC58_R3T6_5,GeneFamilyCounts/DC58_R3T6_8,GeneFamilyCounts/DC60_R1T6_6,GeneFamilyCounts/DC60_R2T6_6,GeneFamilyCounts/DC60_R3T6_6,GeneFamilyCounts/DC67_R1T6_6,GeneFamilyCounts/DC67_R1T6_7,GeneFamilyCounts/DC67_R2T6_6,GeneFamilyCounts/DC67_R2T6_7,GeneFamilyCounts/DC67_R3T6_6,GeneFamilyCounts/DC67_R3T6_7,GeneFamilyCounts/DC68_R1T6_6,GeneFamilyCounts/DC68_R1T6_8,GeneFamilyCounts/DC68_R2T6_6,GeneFamilyCounts/DC68_R2T6_8,GeneFamilyCounts/DC68_R3T6_6,GeneFamilyCounts/DC68_R3T6_8,GeneFamilyCounts/DC70_R1TWB_7,GeneFamilyCounts/DC70_R2T6_7,GeneFamilyCounts/DC70_R3TWB_7,GeneFamilyCounts/DC78_R1T6_7,GeneFamilyCounts/DC78_R1T6_8,GeneFamilyCounts/DC78_R2T6_7,GeneFamilyCounts/DC78_R2T6_8,GeneFamilyCounts/DC78_R3T6_7,GeneFamilyCounts/DC78_R3T6_8,GeneFamilyCounts/DN82_R3TX_8,GeneFamilyCounts/DN86_R1TX_8
PTHR10361,36.55,33.08,31.51,42.64,112.71,41.96,88.8,46.72,37.45,38.22,77.83,42.72,41.05,37.97,75.84,36.73,2.51,36.45,0.0,35.88,0.0,35.42,48.02,27.38,57.86,38.81,47.79,31.58,34.79,43.94,44.88,34.84,54.84,40.06,3.31,33.67,0.67,38.2,2.34,36.0,1.09,31.52,0.6,30.47,2.39,165.8,128.04,1.17,104.19,38.7,127.35,95.32,108.14,30.6,121.44,0.0,83.35,0.0,120.77,1.54,35.82,166.61,30.34,136.88,38.75,166.73,99.89,54.97,49.72,79.3,99.75,2.21,102.19,0.28,0.0,24.91,81.76,22.29,97.19,20.72,289.82,121.11,123.08,95.35,2.73,154.79,0.0,156.42,0.66,20.18,101.51,9.53,92.84,7.91,110.58,41.86,0.0,48.57,0.0,50.75,0.0,207.42,1.84,159.69,0.0,267.43,0.0,151.43,11.54,125.54,19.26,137.77,3.19,14.91,9.46,3.87,0.0,80.37,0.0,108.03,0.0,91.71,16.26,15.47,9.44,50.03,4.74,46.68,5.88,14.23,4.79,25.57,6.7,20.93,1.21,19.2,0.0,21.45,0.0,18.38,101.45,115.06,113.21,118.09,0.22,103.07,0.0,108.74,0.0,123.24,0.83,101.68,2.93,108.75,2.27,235.25,8.19,233.95,5.39,296.92,4.79,41.05,40.16,28.47,45.17,33.84,50.8,21.63,32.75,46.09,88.56,22.62,49.39,18.41,56.04,27.37,44.98,11.2,51.28,37.34,13.53,30.75,14.16,36.15,22.01,25.63,19.98
PTHR11885,2908.04,2664.68,2795.74,2289.41,2169.53,1912.89,2159.66,2264.8,1891.53,2593.64,1800.4,2641.44,3192.58,2892.37,1214.05,3073.83,3321.46,3217.64,2982.24,2795.89,972.42,2571.91,327.18,2481.03,344.61,2099.55,192.83,2326.36,419.67,2453.82,226.15,2159.46,348.85,3392.29,87.13,2517.18,127.07,2565.92,155.32,3989.99,9827.39,4743.16,10310.19,3860.48,9197.81,2183.24,1930.19,34.36,2039.08,938.31,2352.47,928.19,2659.55,1591.91,2679.23,8122.35,2240.38,7893.1,2273.74,7418.67,846.6,466.05,811.35,431.79,1011.21,460.44,1647.69,635.06,1135.15,476.08,2250.19,61.14,2363.42,20.21,42.16,1057.87,1691.43,230.94,2936.86,2090.5,759.28,235.89,306.2,2421.56,1149.48,881.46,41.81,1880.06,31.37,13.18,464.37,21.95,518.59,17.6,481.31,496.88,28.64,664.27,26.61,250.18,30.77,384.96,165.74,423.24,192.92,381.18,167.02,446.79,2.45,253.55,1.23,136.53,10.46,2128.64,1911.54,1492.54,7.93,423.14,12.4,458.97,11.08,486.33,1845.89,154.43,2324.02,414.79,1071.54,507.19,493.41,711.05,637.41,558.23,725.15,618.37,396.75,0.5,65.52,0.32,0.0,0.93,520.96,541.83,484.51,615.75,169.4,565.13,157.56,606.32,116.18,490.87,114.07,596.51,187.49,618.33,111.91,462.94,39.21,469.51,19.15,503.67,24.74,428.73,437.64,523.12,634.35,207.93,793.78,195.05,583.75,187.34,580.87,29.5,637.26,18.87,518.25,46.75,885.29,718.87,733.29,559.26,2.53,850.59,18.37,249.32,4.62,0.64,0.18
PTHR10366,1553.64,1943.16,1893.65,2411.45,922.33,3091.62,1094.2,2670.96,1452.62,1979.05,2595.38,2557.78,2523.71,1900.41,2504.75,1780.07,68.36,1661.77,43.54,878.07,6.79,1440.47,584.24,1422.93,564.76,1776.3,600.07,1511.73,753.21,2823.54,791.58,1363.11,1399.34,1716.23,751.01,1000.05,1006.51,1132.59,864.78,673.59,53.21,407.23,17.22,941.28,88.18,883.37,1017.79,31.03,1014.34,1332.03,1110.1,1743.82,1004.55,819.28,944.01,17.69,971.72,19.75,919.42,52.78,366.75,896.91,333.7,857.74,447.46,917.34,1477.11,1328.65,740.08,1058.44,849.13,851.51,801.37,391.33,45.74,3700.88,1021.51,1387.1,989.96,1001.99,4895.34,3439.7,3854.18,3407.4,142.62,2893.85,7.45,2539.4,3.41,251.35,803.9,105.99,773.77,112.0,785.79,2273.24,5248.94,1732.87,3681.12,1886.54,3637.35,4453.43,654.56,4824.46,786.09,4220.02,567.08,2390.7,602.04,3293.44,833.74,1607.61,128.0,400.64,387.52,323.67,9.91,1199.81,7.95,1050.2,7.59,860.62,404.94,947.44,297.58,1227.92,438.23,1681.73,113.32,1909.09,104.41,2458.01,179.12,2326.12,56.78,1510.92,10.35,1657.94,0.0,1504.28,1038.18,1025.83,1160.77,842.71,188.38,903.39,184.14,923.25,185.83,1106.12,383.87,1116.47,1270.39,1085.91,360.76,1419.62,443.8,1139.09,440.71,1146.35,330.95,1674.46,1397.16,1493.96,1765.16,1736.04,1912.66,1591.0,1816.21,1674.08,1538.56,1123.08,1557.99,1047.73,1801.47,1170.52,2110.14,2700.52,2204.78,2552.92,825.7,3139.15,544.32,2429.69,896.39,1679.7,1435.55
PTHR10169,53.6,43.84,44.02,21.5,85.02,25.83,133.51,29.66,50.05,25.09,32.62,34.67,23.57,27.53,44.77,31.36,0.75,27.9,1.13,8.63,0.0,36.4,47.23,39.1,38.04,36.39,45.58,26.54,111.25,33.67,114.24,25.42,73.67,23.11,10.0,34.07,21.09,38.03,12.54,10.01,0.98,11.41,0.0,7.76,1.42,95.38,74.23,1.76,168.88,22.79,75.14,40.54,125.55,13.54,98.75,0.12,58.3,0.57,95.41,4.69,31.5,37.18,25.28,35.07,36.44,45.16,106.8,76.12,66.58,116.25,79.74,17.1,81.21,5.37,0.28,61.73,79.48,16.98,81.37,36.06,125.47,66.24,59.0,30.01,10.65,71.81,0.59,45.36,0.0,13.68,42.21,5.91,38.76,6.27,37.51,28.75,0.0,31.46,0.0,24.18,0.0,85.01,2.85,66.69,3.8,72.94,4.23,50.24,7.92,68.65,17.08,30.88,3.41,43.71,23.84,17.54,0.0,70.14,0.0,70.7,0.0,54.82,56.88,18.73,17.25,40.99,13.83,76.68,15.15,59.5,16.19,39.51,23.87,52.46,3.29,18.8,0.0,32.89,0.0,26.0,51.85,59.2,58.77,40.56,0.41,46.88,0.86,49.24,0.75,58.37,7.2,46.8,30.16,39.75,9.56,54.35,4.79,66.98,6.43,49.16,0.0,69.74,142.42,130.03,85.13,57.25,81.36,65.11,84.28,56.19,66.19,19.38,67.72,19.55,63.05,26.31,83.27,30.25,72.4,67.95,17.55,85.76,21.93,71.43,13.8,28.75,32.13
PTHR12677,132.6,130.7,138.61,124.97,187.69,99.03,193.03,115.78,104.11,123.52,89.42,122.32,51.76,112.01,130.6,114.07,5.54,109.72,1.08,60.57,0.1,106.86,98.2,112.06,117.82,69.2,55.71,120.4,79.99,125.98,70.06,105.92,198.22,102.62,55.34,105.9,98.84,110.22,98.73,70.01,7.72,68.21,2.48,83.82,16.11,243.96,176.29,15.05,228.57,50.83,222.98,60.86,194.42,21.75,218.17,0.13,251.96,0.09,192.02,3.97,77.01,108.91,65.27,108.64,91.89,122.45,192.71,115.67,123.31,98.62,188.66,76.19,222.05,41.94,0.0,75.91,389.89,229.12,219.9,84.31,79.56,152.34,152.74,132.11,19.04,130.51,2.0,102.0,0.61,13.03,149.44,6.04,122.63,6.26,139.05,45.63,0.0,47.55,0.0,38.95,0.0,87.7,6.07,101.57,1.86,96.24,1.22,142.46,74.3,105.0,90.35,137.41,13.86,75.34,48.32,26.64,0.0,132.94,0.17,201.2,0.0,163.71,58.48,41.81,33.67,129.51,22.08,99.65,20.31,118.2,18.48,104.88,29.09,116.82,7.02,252.06,0.0,240.92,0.0,233.22,140.36,133.97,141.94,122.55,0.63,121.2,0.0,128.21,0.38,139.88,90.05,139.41,226.05,141.69,63.44,225.75,41.18,219.97,40.02,249.31,30.35,170.48,134.54,124.08,141.91,153.8,135.03,200.9,138.58,208.93,122.12,240.94,130.02,164.56,121.34,193.76,212.95,96.44,205.84,115.32,141.19,125.11,69.13,198.32,138.29,269.36,181.29
PTHR11200,63.23,83.48,99.22,71.32,112.75,76.41,118.91,77.62,57.08,65.32,136.45,70.17,81.16,57.34,178.32,71.79,13.97,61.36,4.53,47.12,0.0,87.69,90.73,77.93,89.5,24.53,78.6,67.44,146.62,61.41,117.41,48.69,153.89,55.92,27.65,57.08,42.69,66.56,37.65,51.35,2.02,28.11,0.37,45.95,3.08,114.08,109.27,8.8,96.3,80.58,95.51,111.78,117.13,51.92,107.78,0.43,127.23,0.83,112.64,12.98,37.65,143.78,33.9,145.16,48.66,160.13,95.96,124.38,54.81,229.59,93.63,40.44,106.73,12.21,0.32,137.32,123.42,53.22,95.49,49.18,176.74,222.87,238.56,114.19,44.52,158.33,0.61,122.05,0.18,26.82,139.82,9.69,131.37,9.77,134.08,98.96,0.0,100.18,0.0,124.32,0.0,232.86,7.51,179.69,3.53,206.46,5.23,175.17,28.4,195.56,38.15,93.68,3.05,133.99,99.98,57.74,0.0,154.11,0.0,132.17,0.0,146.3,161.97,73.63,95.53,125.22,72.89,178.01,43.98,133.61,39.02,112.48,62.18,101.02,20.52,60.03,0.0,60.94,0.0,59.01,189.05,181.0,201.12,136.1,0.71,142.91,0.0,139.76,0.16,174.46,9.33,168.9,22.57,169.46,6.33,120.77,13.89,111.05,14.29,118.51,5.9,183.96,193.65,176.22,181.83,127.1,203.33,122.1,188.59,129.61,166.88,58.75,163.56,47.45,179.32,47.85,259.93,112.84,237.72,159.89,29.78,170.44,36.76,151.51,25.57,59.14,54.99
PTHR24054,115.96,118.23,122.99,78.2,79.44,95.19,67.01,90.5,98.43,85.52,39.58,96.78,30.22,74.2,49.29,103.5,3.72,91.63,1.41,49.4,0.0,107.66,71.44,101.81,67.36,114.66,113.35,84.4,216.41,102.37,129.19,76.02,200.12,85.26,42.34,90.47,57.95,107.56,63.01,73.36,14.37,60.68,6.66,62.35,20.77,59.94,62.74,4.44,56.33,27.68,51.04,43.05,67.39,16.81,63.3,0.64,62.16,0.21,71.34,11.02,23.4,77.01,23.21,81.13,34.0,93.59,43.73,242.28,58.43,215.7,54.75,60.19,55.77,22.51,44.04,111.31,58.75,278.48,58.24,155.72,68.61,66.92,59.59,44.51,20.94,55.02,0.39,64.34,0.0,15.14,95.28,10.07,83.88,10.45,86.55,36.74,104.43,46.58,88.09,47.35,122.07,64.56,41.13,62.92,34.3,53.98,43.11,58.66,171.91,69.48,202.34,32.19,29.59,57.2,47.94,29.96,0.0,85.24,0.0,103.02,0.0,95.88,64.97,177.9,54.14,224.85,33.38,234.86,16.27,132.99,14.49,118.84,32.67,98.26,17.63,331.98,0.0,286.73,0.0,287.03,90.38,94.9,96.19,84.17,22.63,86.8,27.99,91.19,15.46,103.88,22.35,89.39,66.31,89.72,19.47,110.25,62.74,116.88,71.11,107.64,49.81,299.66,224.17,287.91,319.19,145.47,381.2,158.89,332.04,170.44,229.42,192.66,221.68,130.31,269.25,201.3,134.32,113.29,141.67,163.72,118.33,104.52,96.34,160.36,152.04,167.59,146.18
PTHR20973,12.96,10.87,9.93,12.95,7.71,11.89,7.01,13.06,2.75,13.61,4.8,17.85,2.97,18.3,5.95,8.08,3.23,8.29,0.34,9.45,0.0,7.19,4.74,6.66,7.76,7.44,8.38,11.0,1.1,12.57,0.0,11.65,4.39,10.58,2.25,10.69,5.39,9.6,3.81,9.91,0.0,10.15,0.0,7.51,0.37,14.75,6.68,0.0,10.47,3.94,12.8,4.68,22.5,1.95,3.81,0.21,2.42,0.2,18.8,1.34,1.44,11.73,0.51,10.98,0.67,11.28,3.86,3.6,2.26,3.12,1.52,5.55,2.53,2.96,0.0,5.71,4.73,7.61,2.14,11.58,5.96,7.29,6.47,3.11,23.08,6.11,3.36,4.33,0.97,0.89,6.13,1.61,5.21,1.15,5.43,2.8,0.0,3.68,0.0,3.66,0.0,6.43,0.0,7.22,0.0,7.05,0.0,6.47,5.34,7.65,10.38,6.08,1.19,80.55,89.32,63.2,0.0,11.83,0.0,18.02,0.0,8.18,49.38,0.0,44.73,4.08,17.37,2.14,12.68,6.18,13.32,13.02,10.9,15.59,4.19,5.66,0.0,7.97,0.0,6.21,11.84,11.05,11.65,6.23,0.0,7.27,0.0,7.07,0.0,14.74,0.0,9.02,0.31,8.53,0.47,4.57,2.0,8.71,4.11,8.4,0.94,0.49,3.49,2.13,2.21,17.42,3.12,17.1,3.34,20.83,5.35,13.6,0.55,9.45,4.18,13.41,12.42,5.68,12.96,17.99,7.89,15.83,16.98,18.13,7.66,10.18,9.61
PTHR11952,88.15,110.99,101.28,165.11,76.98,141.09,78.37,181.09,48.57,123.79,35.38,116.43,29.48,101.54,50.24,89.24,3.54,115.52,3.57,64.51,0.84,84.29,53.92,83.25,59.87,137.14,60.56,123.49,85.89,157.35,74.2,101.52,349.44,123.42,21.9,47.75,32.72,57.71,18.87,51.33,1.9,30.69,0.81,53.74,4.83,90.48,88.81,1.73,183.14,36.05,259.08,55.21,244.78,23.65,90.69,1.27,92.05,1.19,234.83,1.84,34.37,89.06,23.94,90.6,40.18,107.26,135.72,170.76,76.72,183.8,71.7,31.27,103.73,11.93,0.0,56.71,125.97,52.76,80.93,82.92,72.76,62.53,60.94,50.36,5.21,58.81,0.0,46.49,0.57,17.61,100.9,3.46,93.03,3.28,96.04,46.03,1.65,27.34,0.0,39.13,2.02,131.28,24.48,70.75,9.53,76.84,13.76,45.37,41.22,50.12,52.65,27.81,5.97,22.86,14.74,11.22,1.19,104.61,0.46,99.51,0.46,87.74,27.41,56.57,16.46,202.24,18.63,216.87,5.76,61.75,7.31,46.13,15.51,55.05,2.21,59.04,0.0,77.39,0.0,59.96,105.09,107.4,112.79,101.5,5.68,97.11,6.77,97.73,5.37,108.14,12.53,96.25,38.5,101.87,13.44,108.43,20.98,111.89,22.53,100.57,8.67,191.06,189.31,152.88,242.43,87.9,245.68,82.83,245.68,83.04,236.96,67.1,244.38,51.71,248.96,57.11,87.26,35.3,86.91,111.57,39.05,99.69,49.0,135.85,43.67,95.26,91.73
PTHR24064,288.17,296.29,324.89,266.68,762.17,354.98,611.04,407.93,484.57,265.12,85.35,262.84,53.34,243.38,103.72,325.06,21.02,291.17,6.39,1111.67,0.16,301.99,71.92,273.07,73.1,610.17,66.37,291.24,79.95,372.31,56.43,243.98,202.86,773.41,38.44,230.81,24.59,290.25,28.94,2925.35,14.97,3796.56,4.95,2337.74,43.31,282.38,433.27,12.33,238.86,37.96,287.19,57.37,372.17,11.65,253.15,0.45,195.76,0.45,203.27,12.24,201.95,83.62,163.55,86.47,266.47,97.68,143.35,166.63,197.99,162.91,771.29,45.88,348.19,13.29,0.0,116.44,421.07,374.57,264.1,95.51,74.27,100.85,99.56,175.77,154.57,172.1,2.87,86.53,0.0,7.49,72.84,4.16,72.44,4.99,74.12,44.72,0.82,54.01,0.0,43.45,1.0,127.2,0.0,144.94,0.0,114.4,0.0,138.06,106.98,108.22,148.34,231.97,16.51,422.06,188.62,231.37,0.0,110.76,0.13,94.83,0.0,101.36,544.77,53.76,360.96,149.28,99.52,155.63,94.4,176.83,169.96,69.62,145.27,246.33,14.69,254.07,0.0,194.1,0.0,146.2,109.9,107.1,105.58,101.77,0.16,117.32,0.0,81.19,0.1,107.27,4.21,124.18,13.21,130.58,5.11,43.32,34.78,67.11,35.01,54.57,21.38,184.98,173.69,165.21,152.6,139.98,150.99,144.04,151.64,149.82,183.59,255.49,137.64,114.52,153.42,158.41,63.92,158.7,57.69,122.75,100.52,80.16,56.58,154.86,90.38,166.07,144.76
PTHR10209,68.14,71.55,63.57,109.14,141.07,116.06,124.88,127.21,58.14,80.56,109.05,77.58,74.34,76.95,121.05,69.42,2.11,74.33,0.0,106.53,0.0,45.44,44.48,44.1,47.69,54.58,56.38,75.11,16.4,80.77,9.25,79.91,22.06,92.09,38.78,41.74,79.76,51.34,94.82,86.53,1.36,82.82,0.07,77.96,2.35,102.87,89.07,9.23,215.74,86.73,142.82,78.53,229.04,41.39,101.52,0.0,182.75,0.0,73.11,2.39,31.06,97.63,25.2,90.6,26.67,96.9,81.58,13.66,42.49,21.95,112.41,77.19,140.09,30.33,0.0,137.48,108.95,29.99,151.88,35.92,199.37,188.51,200.12,417.47,5.82,408.12,0.65,317.66,0.0,15.24,56.0,4.66,50.34,7.65,53.9,116.87,0.0,124.19,0.0,107.83,0.0,206.51,0.0,210.14,0.0,173.03,0.95,452.21,17.71,251.7,27.57,333.58,1.77,12.17,12.09,6.86,0.0,84.02,0.0,91.5,0.0,63.13,20.9,7.46,11.99,13.97,6.25,19.99,5.87,178.22,8.05,186.05,5.63,183.39,3.65,31.86,0.0,38.19,0.0,34.09,104.5,102.57,106.85,62.02,0.0,66.31,0.42,56.93,0.41,92.67,56.8,102.99,150.51,99.58,49.02,62.16,5.82,74.21,8.01,77.65,4.8,17.72,27.23,19.43,19.93,170.93,18.27,235.17,20.03,204.03,23.32,33.27,18.44,27.16,23.79,35.93,236.39,156.23,233.67,192.95,17.47,225.9,14.92,230.56,17.22,40.01,40.95
PTHR10165,12.76,17.9,18.62,53.48,81.74,46.4,136.44,48.65,59.21,36.01,27.43,23.04,20.92,28.78,42.64,52.71,2.18,57.35,0.68,56.83,0.0,18.1,53.47,18.27,56.45,14.64,32.82,44.49,3.12,31.96,3.3,47.45,5.61,54.63,8.74,9.19,31.48,12.87,21.43,29.94,5.01,18.3,0.61,48.11,8.04,110.61,72.29,5.67,149.43,62.45,120.89,93.16,148.9,13.16,75.82,0.0,81.17,0.0,106.31,0.72,42.45,73.52,34.21,66.77,43.43,64.38,60.75,5.29,90.82,7.08,111.5,23.06,87.94,6.54,0.0,74.34,139.95,94.76,120.2,83.67,43.18,50.59,52.78,39.42,6.36,43.26,0.0,37.87,0.0,5.09,67.48,2.76,65.19,2.5,65.94,19.67,0.0,21.97,0.0,23.44,0.0,52.82,0.0,49.94,0.0,52.04,0.0,51.49,50.59,43.79,63.13,35.03,7.31,13.23,6.95,3.66,0.0,80.51,0.0,96.32,0.0,85.56,13.39,0.0,7.51,11.84,5.76,6.46,1.01,78.23,4.51,111.04,10.91,134.63,0.87,112.05,0.0,111.98,0.0,103.2,120.1,174.32,170.28,79.58,0.0,79.81,0.0,71.16,0.0,177.53,6.02,78.21,21.34,99.94,5.56,52.95,23.94,70.35,20.87,67.53,11.99,8.03,4.91,7.19,8.96,56.59,11.32,71.2,11.88,80.02,4.63,136.77,5.55,92.55,8.72,107.04,102.52,68.84,105.96,67.61,64.06,69.12,49.0,71.27,65.99,143.29,91.01
